Position,Album,Artists,Total,Daily
"2,076",The Album,Klingande,730486581,128548
"2,077",Let's Talk About Love,Céline Dion,730184211,335555
"2,078",I'm Not Dead,P!nk,729600831,303630
"2,079",The Elder Scrolls V: Skyrim,Jeremy Soule,729560837,534371
"2,080",Tec,Lil Tecca,729523804,1667194
"2,081",The Midsummer Station,Owl City,728985569,378034
"2,082",Free TC,Ty Dolla Sign,728902945,73961
"2,083",Trauma,I Prevail,728320351,426396
"2,084",Chapter One,Ella Henderson,727848274,116260
"2,085",Life Thru A Lens,Robbie Williams,726419925,317856
"2,086",Suck It and See,Arctic Monkeys,725965691,224162
"2,087",Énfasis,Jere Klein,725429187,1628494
"2,088",Parallel Lines,Blondie,724970604,450650
"2,089",Moulin Rouge,Various Artists,724939656,287596
"2,090",Colour By Numbers,Culture Club,724780537,436042
"2,091",Weathered,Creed,724541786,624864
"2,092",Chase,Aaron May,724408191,1236523
"2,093",Freya Ridings,Freya Ridings,724274533,171489
"2,094",El Malo,Carín León,724139369,364293
"2,095",I Never Loved A Man The Way I Love You,Aretha Franklin,724067795,315949
"2,096",DeAnn,Zach Bryan,724007957,994943
"2,097",Walls,Kings of Leon,723477863,191312
"2,098",Fever,Kylie Minogue,722925553,493312
"2,099",Lágrimas | Crossover #4,Big One,722730413,603339
"2,100",Naive,Andy Grammer,722640089,208658
"2,101",The Pains Of Growing,Alessia Cara,722478939,96853
"2,102",Stay Hungry,Twisted Sister,722267766,319623
"2,103",Weird!,Yungblud,721805516,236983
"2,104",Carnival,Bryce Vine,721779640,139413
"2,105",El Androide,El Alfa,721729487,475364
"2,106",Raop,Cro,721381510,475804
"2,107",Que Nos Falte Todo,Luck Ra,721327624,1318028
"2,108",If I Could Make It Go Quiet,Girl In Red,720748878,317353
"2,109",Secreto De Amor,Joan Sebastian,720404928,519689
"2,110",Marchand De Sable,Vegedream,720378549,212518
"2,111",Navegando,Mike Bahía,720350115,213099
"2,112",Trustfall,P!nk,720081567,862702
"2,113",Sensational,Yung Gravy,719236662,109018
"2,114",Visions,Grimes,718681518,509805
"2,115",Jakyll + Hyde,Zac Brown Band,718564195,238117
"2,116",Have A Holly Jolly Christmas,Burl Ives,718382479,12933
"2,117",Shang-Chi And The Legend Of The Ten Rings: The Album,Various Artists,718315611,404736
"2,118",Vulgar Display Of Power,Pantera,718002723,431723
"2,119",No Way Out,Diddy,717570066,355430
"2,120",De Viaje,Sin Bandera,716867356,539271
"2,121",San Lucas,Kevin Kaarl,716856098,770866
"2,122","How Big, How Blue, How Beautiful",Florence + The Machine,715731767,227632
"2,123",Blue Banisters,Lana Del Rey,715344587,607783
"2,124","It's Not Me, It's You",Lily Allen,714804749,258180
"2,125",Utopia,Romeo Santos,714661795,376641
"2,126",Lithopédion,Damso,714499584,217098
"2,127",Nada Personal,Soda Stereo,714113191,446505
"2,128",Maybe Someday It'll All Be OK,Clinton Kane,713855080,283321
"2,129",The Balcony,Catfish and the Bottlemen,713653920,334172
"2,130",Senaryo,Adie,713563435,805203
"2,131",Feu,Nekfeu,713373632,347426
"2,132",Eterno Agosto,Alvaro Soler,713178836,265585
"2,133",Something To Give Each Other,Troye Sivan,712730903,1463465
"2,134",Atlas: I,Sleeping At Last,712659132,287989
"2,135",All My Friends,Snakehips,711909670,140485
"2,136",Regulate… G Funk Era,Warren G,711896488,343085
"2,137",Reggatta De Blanc,The Police,711830292,453550
"2,138",Enna,PLK,711170622,398844
"2,139",A Rock,Hardy,710776542,490142
"2,140",Piseiro 2020 Ao Vivo,Os Barões Da Pisadinha,710628261,112140
"2,141",Don't Mess Up My Tempo / Love Shot,Exo,710364800,226008
"2,142",Nicole,Niki,709656456,1245735
"2,143",Veneer,José González,709564389,358261
"2,144",The Voice,Lil Durk,709357517,256905
"2,145",Independiente,Ricardo Arjona,708565884,530206
"2,146",Human,Three Days Grace,708560969,258598
"2,147",Crash Talk,ScHoolboy Q,708237475,145458
"2,148",Music,Sia,707720001,120772
"2,149",SYML,SYML,707316186,744757
"2,150",And Justice For None,Five Finger Death Punch,706846795,238096
"2,151",The Head And The Heart,The Head And The Heart,706431724,149381
"2,152",Deu Rolo In Goiânia (Ao Vivo),Guilherme & Benuto,706274097,230221
"2,153",Lady Lady,Masego,706084058,533664
"2,154",Boiadeira Internacional (Ao Vivo),Ana Castela,706033946,1989165
"2,155",Featuring Ty Dolla Sign,Ty Dolla Sign,705476625,176006
"2,156",Crazysexycool,TLC,705165647,324330
"2,157",True to Self,Bryson Tiller,704737256,115792
"2,158",Ocean Avenue,Yellowcard,704720387,311805
"2,159",Major Key,DJ Khaled,704471297,110794
"2,160",Back For Everything,Kodak Black,704404919,351517
"2,161",Aladdin,Alan Menken,703953231,263394
"2,162",I'm Gone,Iann Dior,703897037,124835
"2,163",Hope,NF,703456524,999999
"2,164",No Love Lost,Blxst,702806416,277707
"2,165",One By One,Foo Fighters,702504329,317130
"2,166",Uta's Songs (????): One Piece Film Red,Ado,702088723,569978
"2,167",Hero,Maren Morris,701984857,162432
"2,168",Mania,Fall Out Boy,701960557,151829
"2,169",Good Thing,Leon Bridges,701361104,215138
"2,170",Clandestino,Manu Chao,701328751,425825
"2,171",Tu Última Canción,Los Temerarios,700804318,975603
"2,172",La Revolucion,Wisin & Yandel,700744935,554940
"2,173",Born Here Live Here Die Here,Luke Bryan,700715316,303149
"2,174",Free The Universe,Major Lazer,700705092,119487
"2,175",This Is War,Thirty Seconds To Mars,700360342,233828
"2,176",Hardwired…To Self-Destruct,Metallica,699669597,193561
"2,177",En Tus Planes,David Bisbal,699496372,210510
"2,178",Waking Up The Neighbours,Bryan Adams,699372206,325551
"2,179",Glisten,Jeremy Zucker,699286287,124090
"2,180",Love Sick,Don Toliver,699273009,959001
"2,181",Meat and Candy,Old Dominion,699255366,134547
"2,182",Playboy,Fireboy DML,699197136,518388
"2,183",Cracker Island,Gorillaz,699111651,508713
"2,184",American Capitalist,Five Finger Death Punch,699044772,180191
"2,185",Terral,Pablo Alborán,698868069,152693
"2,186",Lazarus,Travie McCoy,698414935,351943
"2,187",A Mis 20,Natanael Cano,698063034,1037277
"2,188","Hello, I Must Be Going!",Phil Collins,697929057,334388
"2,189","How To: Friend, Love, Freefall",Rainbow Kitten Surprise,697445399,664744
"2,190",Colour Vision,MAX,696912965,126801
"2,191",The Hardest Love,Dean Lewis,696582434,634388
"2,192",Trap Lord,ASAP Ferg,696516184,109389
"2,193",Lil Boat 2,Lil Yachty,696508724,143335
"2,194",Signed Sealed And Delivered,Stevie Wonder,696061519,291120
"2,195",Kauai,Childish Gambino,695489452,183312
"2,196",Luca Brasi 2: Gangsta Grillz,Kevin Gates,694892524,118972
"2,197",Dark Side,Justine Skye,694487023,474293
"2,198",Need You Now,Lady A,694422375,352601
"2,199",Almost Healed,Lil Durk,694170862,705975
"2,200",Life Of A Don,Don Toliver,694111243,610226
"2,201",Only Built For Infinity Links,Quavo,693994785,496554
"2,202",Westlife,Westlife,693870520,350440
"2,203",Jefe,Ninho,693763948,268471
"2,204",Danger Days: The True Lives Of The Fabulous Killjoys,My Chemical Romance,693756781,271919
"2,205",Háblate De Mí,Jósean Log,693306046,936215
"2,206",Indigo,RM,692588996,692112
"2,207",La Última Misión,Wisin & Yandel,692431287,288626
"2,208",Love Aaj Kal (?? ?? ??),Pritam,692321877,544323
"2,209",Europop,Eiffel 65,692294513,281750
"2,210",Tres Hombres,ZZ Top,691942109,571668
"2,211",Feels Like Home,Norah Jones,691847768,427546
"2,212",A Day Without Rain,Enya,691112083,318960
"2,213",Bobby Tarantino,Logic,691102678,73799
"2,214",Menagerie,Bill Withers,691049639,689108
"2,215",Meliora,Ghost,690793900,326569
"2,216",Lullaby Baby,Nursery Rhymes 123,690219620,406109
"2,217",BTR,Big Time Rush,689921001,284626
"2,218",Hunky Dory,David Bowie,689583453,286594
"2,219",The Drug In Me Is You,Falling In Reverse,689484618,392157
"2,220",Paradise Valley,John Mayer,689190592,118873
"2,221",Sunset Season,Conan Gray,688908789,144399
"2,222",Wasting Light,Foo Fighters,688871258,216143
"2,223",El Aferrado,Julión Álvarez Y Su Norteño Banda,688750028,1013254
"2,224",Flores De Alquiler,La Quinta Estación,688687516,479704
"2,225",It Might As Well Be Swing,Frank Sinatra & Count Basie,688589212,328296
"2,226",Let's Stay Together,Al Green,687900533,358568
"2,227",Luv Is Rage,Lil Uzi Vert,687314416,150755
"2,228",Valio La Pena,Marc Anthony,686701095,361115
"2,229",Violator,Depeche Mode,686615599,358597
"2,230",Hit Me Hard And Soft,Billie Eilish,686601806,38787536
"2,231",Home,Rudimental,686567438,228624
"2,232",I Am,"Earth, Wind & Fire",686288005,520195
"2,233",Cassie,Cassie,686095898,742182
"2,234",Now The Moon's Rising,Suicideboys,685990626,377153
"2,235",Itaewon Class (??? ???),Various Artists,685748906,246119
"2,236","If I Can’t Have Love, I Want Power",Halsey,685489455,187492
"2,237","Cover Sessions, Vol. 2",Boyce Avenue,685340598,112792
"2,238",Aire,Jesse & Joy,685099355,315898
"2,239",Chixtape 5,Tory Lanez,685029923,176617
"2,240",Ao Vivo Em São Paulo,Gustavo Mioto,684897871,360179
"2,241",Happy Endings,Old Dominion,684858239,163571
"2,242",Never Been Better,Olly Murs,684846102,119122
"2,243",The Sun's Tirade,Isaiah Rashad,684736906,382433
"2,244",GTTM: Goin Thru The Motions,PnB Rock,684661368,156628
"2,245",I Put A Spell On You,Nina Simone,684085821,362105
"2,246",Strobo,Vaundy,684035786,545315
"2,247",Piano Lullabies With Nature Sounds Of Ocean Waves For Baby Sleep,Baby Lullaby Academy,683985106,139921
"2,248",0.999,Kaytranada,683474055,197421
"2,249",From Here To Now To You,Jack Johnson,683381473,192079
"2,250",Core,Stone Temple Pilots,682410318,362725
"2,251",Can't Slow Down,Lionel Richie,681664246,418390
"2,252",So Tonight That I Might See,Mazzy Star,681380906,756828
"2,253",Lost In Love,Air Supply,681072832,436342
"2,254",Saturation III,Brockhampton,680869802,140514
"2,255",Silence Between Songs,Madison Beer,680207806,656012
"2,256",Love Stuff,Elle King,679573067,202593
"2,257",Alone In A Crowd,Oliver Tree,679302345,369285
"2,258",200 KM/H In The Wrong Lane,t.A.T.u.,679213038,359914
"2,259",Chocolate Factory,R. Kelly,678031872,134866
"2,260",Editorial,Official Hige Dandism,677268023,255138
"2,261",H2O,Daryl Hall & John Oates,676944934,992596
"2,262",Cowboys From Hell,Pantera,676843088,401792
"2,263",Beggars Banquet,The Rolling Stones,676651325,281940
"2,264","Prazer, Eu Sou Ferrugem (Ao Vivo)",Ferrugem,675883040,249846
"2,265",Magazines Or Novels,Andy Grammer,675846244,187332
"2,266",Na Praia 2 (Ao Vivo),Matheus & Kauan,675842859,293313
"2,267",True Blue,Madonna,675768061,476915
"2,268",American Fool,John Mellencamp,675734797,365275
"2,269",Una Lluvia De Rosas,Los Ángeles Azules,675695220,580021
"2,270",Crazy Love,Michael Bublé,675172000,180820
"2,271",Old Dominion,Old Dominion,675071833,585843
"2,272",432 Hz Deep Healing,Miracle Tones,675050026,761243
"2,273",The Poison,Bullet For My Valentine,674637839,284531
"2,274",Traveler,Official Hige Dandism,674269402,228574
"2,275",Zion,Hillsong United,674164099,272990
"2,276",Les Misérables,Various Artists,673950114,159120
"2,277",The Last Don II,Don Omar,673783370,447727
"2,278",Hooked On A Feeling,Blue Swede,673713366,305498
"2,279",Transmissions,Starset,673638797,257716
"2,280",Because Of You,Ne-Yo,673637856,352202
"2,281",M!ssundaztood,P!nk,672760787,307444
"2,282",Más Negro Que Rojo,Boza,672438903,234554
"2,283",When The World Comes Down,The All-American Rejects,672149654,278942
"2,284",GG BB XX,LANY,671762035,384699
"2,285",Steal This Album!,System Of A Down,671757448,379609
"2,286",José Feliciano (Feliz Navidad),José Feliciano,671427112,16963
"2,287",Stealers Wheel,Stealers Wheel,670635749,582704
"2,288",Famoso,Sfera Ebbasta,670420506,252499
"2,289",The Lord Of The Rings: The Fellowship Of The Ring,Various Artists,669925450,283873
"2,290",Les Derniers Salopards,Maes,669591410,171149
"2,291",Good Intentions / Brown Boy 2,Nav,669557362,174919
"2,292",Teaser And The Firecat,Yusuf / Cat Stevens,669483841,404203
"2,293",Harvest,Neil Young,669181611,350490
"2,294",Come What(ever) May,Stone Sour,669063550,225076
"2,295",El Trabajo Es La Suerte,Banda MS De Sergio Lizárraga,668821689,371829
"2,296",The Battle Of Los Angeles,Rage Against The Machine,668545235,287795
"2,297",Es Solo Música,Iñigo Quintero,668469454,1065651
"2,298",Trap Capos: Season 1,Trap Capos & Noriel,668310786,880105
"2,299",Iowa,Slipknot,668305079,439450
"2,300",The Stereo Love Show,Edward Maya,668089701,781725
"2,301",Sinner,Drowning Pool,667915925,404165
"2,302",To Let A Good Thing Die,Bruno Major,667161960,372552
"2,303",Chemtrails Over The Country Club,Lana Del Rey,666982219,647104
"2,304",Gold Skies,Martin Garrix,666950922,171809
"2,305",Future History,Jason Derulo,666901708,161864
"2,306",Animal,María Becerra,666743095,245308
"2,307",The Time Is Now,DJ Antoine,666692123,244349
"2,308",Gladiator,Hans Zimmer,666163051,380683
"2,309",The Lady Killer,CeeLo Green,666084333,228310
"2,310",Treppenhaus,Apache 207,665828429,255237
"2,311",Voluma,León Larregui,665543770,499483
"2,312",Something For Thee Hotties,Megan Thee Stallion,665458822,354707
"2,313",Berlin Lebt,Capital Bra,665041764,190303
"2,314",She Wolf,Shakira,664879909,387689
"2,315",Scorpion,Eve,664413653,351267
"2,316",Dos Prédios Deluxe,Veigh,664141682,677786
"2,317",528 Hz Meditation Music,Miracle Tones,664051215,760331
"2,318",Eyes Wide Open,Twice,663834427,275247
"2,319",Ae Dil Hai Mushkil (? ??? ?? ???????),Pritam,663684325,622266
"2,320",Leftoverture,Kansas,663206002,323655
"2,321",Stay Dangerous,YG,662866328,66269
"2,322",Gold Rush Kid,George Ezra,662603279,349896
"2,323",Bigger Than Both Of Us,Daryl Hall & John Oates,662411020,949544
"2,324",Tiara Andini,Tiara Andini,661897019,765143
"2,325",Crowded House,Crowded House,661446171,560628
"2,326",Wheatus,Wheatus,661340496,451427
"2,327",Quiero Volver,Tini,661232042,412112
"2,328",Here Comes The Cowboy,Mac DeMarco,660820623,826796
"2,329",A Little Bit Of Mambo,Lou Bega,660810759,318898
"2,330",Young The Giant,Young the Giant,660759718,179040
"2,331",Vamos Bien,Calibre 50,660687309,257613
"2,332",Drip Season 3,Gunna,660351425,209011
"2,333",Back of My Mind,H.E.R.,660271504,210540
"2,334",Ky?gen (??),Ado,660234451,538397
"2,335",Aurora,Bea Miller,660217250,119177
"2,336",These Streets,Paolo Nutini,660213586,236811
"2,337",Parte De Mí,Nicki Nicole,659950347,263445
"2,338",Rebelde,RBD,659808607,372041
"2,339",High Tide In The Snake's Nest,Suicideboys,659463542,379060
"2,340",Just As I Am,Brantley Gilbert,659460708,194679
"2,341",Music Inspired By More Than A Game,Various Artists,658047160,293835
"2,342",City Of Evil,Avenged Sevenfold,656745770,704324
"2,343",Satellite,P.O.D.,656113020,247624
"2,344",CB6,Capital Bra,656013610,75687
"2,345",Palo Santo,Years & Years,655907457,76446
"2,346",The Lost Boy,Cordae,655392739,139390
"2,347",O.N.I.F.C.,Wiz Khalifa,655388674,120146
"2,348",Euphoric Sad Songs,Raye,654769118,149282
"2,349",Animal Kingdom,Cavetown,654283704,270861
"2,350",Zeit,Rammstein,654098545,617614
"2,351",The Good Parts,Andy Grammer,653618686,164926
"2,352",5-Star,Stray Kids,653530731,810614
"2,353",Right Place Right Time,Olly Murs,653493606,435234
"2,354","Blood, Sweat & 3 Years",Cash Cash,652833796,129694
"2,355",Tu Jhoothi Main Makkaar (?? ???? ??? ??????),Pritam,651788836,620459
"2,356",Lost,Brent Faiyaz,651483797,377534
"2,357",Oddinary,Stray Kids,651284837,458733
"2,358",Frontiers,Journey,650979103,369122
"2,359",Chapter 2,Girl In Red,650784740,273891
"2,360",Free Time,Ruel,650622159,119481
"2,361",The Anxiety,Willow & Tyler Cole,650459112,240704
"2,362",A Kind Of Magic,Queen,650367571,284234
"2,363",Mélo,Tiakola,650078605,420570
"2,364",Hunter Hayes,Hunter Hayes,649681964,155297
"2,365",Daughtry,Daughtry,649517810,331728
"2,366",Ricky Martin,Ricky Martin,649346109,379663
"2,367",Surrealistic Pillow,Jefferson Airplane,649309244,223120
"2,368",No Time To Die,Hans Zimmer,648960223,305950
"2,369","Del Barrio Hasta Aquí, Vol. 2",Fuerza Regida,648541346,307999
"2,370",Descendants 2,Various Artists,648397775,306931
"2,371",Dulce Beat,Belanova,648188921,925495
"2,372",Contradições,KayBlack,647674916,729967
"2,373",Nuthin' 2 Prove,Lil Yachty,647431364,154776
"2,374",Down The Way,Angus & Julia Stone,647275528,275605
"2,375",Cómo Te Voy A Olvidar,Los Ángeles Azules,647231591,180972
"2,376",All About You,Jeremih,647121661,299449
"2,377",Hecho En México,Alejandro Fernández,647111205,272597
"2,378",Livin' My Best Life,Dylan Scott,646789630,1281165
"2,379",La Isla LP,Rels B,646770052,518634
"2,380",Pitch Perfect,Various Artists,646726278,198374
"2,381",Boy Alone,Omah Lay,646216025,935586
"2,382",Kill 'Em All,Metallica,646038020,392083
"2,383",First Impressions Of Earth,The Strokes,645912199,274628
"2,384",4Real 4Real,YG,645515376,71863
"2,385",Good News For People Who Love Bad News,Modest Mouse,645448765,263086
"2,386",It Was Fun While It Lasted,Sueco,645445637,199414
"2,387",The Wizrd,Future,645382495,156209
"2,388",Agroplay Verão,AgroPlay,645199542,693408
"2,389",Broadcast,Cutting Crew,644974107,500482
"2,390",Getz / Gilberto ,Stan Getz & João Gilberto,644816289,411199
"2,391",Walk Away,Libianca,644784258,460939
"2,392",You Don't Mess Around With Jim,Jim Croce,644779932,842846
"2,393",Tu Veneno Mortal,Eslabon Armado,644581642,339247
"2,394",The Color Of You,Alina Baraz,644324204,197136
"2,395",The Stone Roses,The Stone Roses,644254505,310052
"2,396",Heart Shaped World,Chris Isaak,643930580,617454
"2,397",Desgenerados Mixtape,Mau y Ricky,643590178,241579
"2,398",Careless World: Rise Of The Last King,Tyga,643433527,153117
"2,399",Ghetto Gospel,Rod Wave,643336542,347412
"2,400",Por Vida,Kali Uchis,642969726,535779
"2,401",Therapy,Anne-Marie,642143493,145694
"2,402",Desde El Fin Del Mundo,Duki,641987560,421807
"2,403",A 20 Something Fuck,Two Feet,641879813,344820
"2,404",Music Box,Mariah Carey,641392177,289032
"2,405",Nostalgia,Eslabon Armado,641047203,571204
"2,406",Zukunft 1 / 2,RAF Camora,640886061,225169
"2,407",Summer Forever,Billy Currington,640382075,147193
"2,408","Oh No, Not Again!",Alexander 23,640266425,211757
"2,409",Physical Graffiti,Led Zeppelin,640113622,236605
"2,410",Lofi Fruits Music 2021,Lofi Fruits Music,639366237,255548
"2,411",Too Rye Ay,Dexys Midnight Runners,639227182,378813
"2,412",Caress Your Soul,Sticky Fingers,639189606,227495
"2,413",TRUE,Spandau Ballet,639187251,320420
"2,414",The Way It Is,Keyshia Cole,639100326,728365
"2,415",Lioness: Hidden Treasures,Amy Winehouse,638774086,306678
"2,416",Still Rollin,Shubh,638456219,1010814
"2,417",Buffalo Springfield,Buffalo Springfield,638237080,409997
"2,418",Evil Empire,Rage Against The Machine,638048925,322923
"2,419",No Angel,Dido,637874632,386728
"2,420",Signos,Soda Stereo,637858069,361195
"2,421",If You Leave,Daughter,637815518,132657
"2,422",Human Clay,Creed,637629711,534180
"2,423",Avril Lavigne,Avril Lavigne,637305893,226128
"2,424",It Was Good Until It Wasn't,Kehlani,637138362,255946
"2,425",The Mockingbird & The Crow,Hardy,636720567,1011999
"2,426",KMT,Gazo,636528980,368321
"2,427",Mechanical Bull,Kings of Leon,636527945,165927
"2,428",Realer,YoungBoy Never Broke Again,636408605,248277
"2,429",Berry Is On Top,Chuck Berry,635459226,438128
"2,430",De Buenos Aires Para El Mundo,Los Ángeles Azules,634518934,287494
"2,431",Cozy Tapes Vol. 2: Too Cozy,ASAP Mob,634460168,131281
"2,432",Rockferry,Duffy,634269567,257183
"2,433",Eclipse,Alemán,634264637,360758
"2,434",Hidden Gems,AP Dhillon & Gurinder Gill,634042462,403045
"2,435",En Primera Fila,Franco De Vita,633839642,222624
"2,436",Entre El Cielo Y El Suelo,Mecano,633793204,616486
"2,437",A Thousand Suns,Linkin Park,633754563,227675
"2,438",Senderos De Traición,Heroes Del Silencio,633355261,556896
"2,439",Call Me Irresponsible,Michael Bublé,633021008,239781
"2,440",Gawk,Vundabar,632972692,558019
"2,441",Famous Cryp,Blueface,632757803,89219
"2,442","T. E. P., EP 1",Jorge & Mateus,632542544,108747
"2,443",El Viaje De Copperpot,La Oreja De Van Gogh,632523998,497300
"2,444",Más Allá Del Sol,Joan Sebastian,632089994,521186
"2,445",Meet The Vamps,The Vamps,632053368,162435
"2,446",Orquídeas,Kali Uchis,631974926,1400365
"2,447",Tanto,Pablo Alborán,631925760,315579
"2,448",The Good Times,Afroman,631707850,231907
"2,449",Na Praia (Ao Vivo),Matheus & Kauan,631686403,397897
"2,450",What Could Possibly Go Wrong,Dominic Fike,631533662,406827
"2,451",Escape,Enrique Iglesias,631108867,272094
"2,452",Here And Now,Nickelback,630898775,199919
"2,453",Science & Faith,The Script,630175731,223587
"2,454",Cintilante (Ao Vivo),Simone Mendes,630108422,1486955
"2,455",Indestructible,Disturbed,630052685,231542
"2,456",M?ody Matczak,Mata,629882994,190921
"2,457",Sleepy Hallow Presents: Sleepy For President,Sleepy Hallow,629871929,307425
"2,458",Tranquility Base Hotel & Casino,Arctic Monkeys,629798591,150743
"2,459",Re Mida,Lazza,629708505,217586
"2,460",ShorelineDoThatShit,Shoreline Mafia,629638444,313518
"2,461",RMCM,Richy Mitch & The Coal Miners,629328823,2330421
"2,462",Confessions On A Dance Floor,Madonna,629227687,417739
"2,463",Industry Plant,Iann Dior,629036619,87317
"2,464",Dale,Pitbull,628548110,179063
"2,465",Cinta Luar Biasa,Andmesh,628426470,207086
"2,466",En La Luna,Reyli Barba,628410770,353807
"2,467",Dear Agony,Breaking Benjamin,628161307,237912
"2,468",General Admission,Machine Gun Kelly,626258833,89501
"2,469",Perfect Velvet / The Perfect Red Velvet,Red Velvet,626093174,218378
"2,470",All I Know So Far: Setlist,P!nk,625914654,231786
"2,471",Terra Do Nunca (Ao Vivo),Dilsinho,625770880,216001
"2,472",Mi Nuevo Yo,Natanael Cano,625549467,718096
"2,473",Alta Suciedad,Andrés Calamaro,625537794,450707
"2,474",The Attractions Of Youth,Barns Courtney,625436732,271568
"2,475",Song Hits From Holiday Inn,Bing Crosby & Fred Astaire,624873264,260904
"2,476",Hall Of Fame,Big Sean,624690029,143923
"2,477",Eternity,Super Yei,624651628,360904
"2,478",Wolfmother,Wolfmother,624169777,217168
"2,479",Plans,Death Cab for Cutie,624060450,163573
"2,480",AI YoungBoy,YoungBoy Never Broke Again,624000512,294064
"2,481",Purple,Stone Temple Pilots,623794946,339065
"2,482",Private Dancer,Tina Turner,623676608,304333
"2,483",Magnets,Sam Feldt,622875315,124808
"2,484",Tomahawk Technique,Sean Paul,622532645,328996
"2,485",Break The Cycle,Staind,622088494,352176
"2,486",Celebridade,Orochi,621808027,447490
"2,487",Thursday,The Weeknd,621616605,218907
"2,488",Saxobeats,Alexandra Stan,621587196,466405
"2,489",Ella Wishes You A Swinging Christmas,Ella Fitzgerald,621571008,9921
"2,490",Songs In A Minor,Alicia Keys,621532537,265867
"2,491",Blind Melon,Blind Melon,621464425,272009
"2,492",Souljaboytellem.com,Soulja Boy,621320135,285759
"2,493",See You On The Other Side,Korn,621240455,435903
"2,494",La Oscuridad,Bryant Myers,621202050,373462
"2,495",Lady Wood,Tove Lo,621056309,56191
"2,496",Schwarzes Herz,Ayliva,620892624,618278
"2,497",Daniel Powter,Daniel Powter,620807531,235788
"2,498",Ronan,Ronan Keating,620727212,255129
"2,499",Steppenwolf,Steppenwolf,620065943,294622
"2,500",La Fórmula The Company,Various Artists,619195912,725885
"2,501",Cherry Bomb,"Tyler, The Creator",619029930,272927
"2,502",Drowning,Jessie Murph,618206158,497045
"2,503",Drones,Muse,617839034,132803
"2,504",Destiny Fulfilled,Destiny's Child,617671828,252998
"2,505",Lethal Injection,Ice Cube,617662029,398786
"2,506",Kan,UZI,617211365,405734
"2,507",Here I Am,Kelly Rowland,617101295,287881
"2,508",Strange Days,The Doors,617062529,347660
"2,509",Watching Movies With The Sound Off,Mac Miller,616231700,236271
"2,510",Dua Warna Cinta,Budi Doremi,616220823,682457
"2,511",Everything Is Love,Beyoncé & Jay-Z,615593157,114899
"2,512",9 To 5 And Odd Jobs,Dolly Parton,615499093,547235
"2,513",Empathy,NCT,615433692,157773
"2,514",Talking Heads: 77,Talking Heads,615276014,312964
"2,515",Dreams and Nightmares,Meek Mill,615124129,180036
"2,516",Beautiful Mind,Rod Wave,615111470,334512
"2,517",En Dormir Sin Madrid,Bizarrap & Milo J,614982745,1077067
"2,518",Pain Is Temporary,Bankrol Hayden,614888496,92494
"2,519",The Story Of Us,Quinn XCII,614236438,64164
"2,520",Hot Sauce / Hello Future,NCT Dream,614223404,294488
"2,521",5,Lenny Kravitz,613852496,371832
"2,522",In Colour,Jamie xx,613814494,120867
"2,523",Footprints I Found,David Kushner,613520403,581976
"2,524",Todo Comenzó Bailando,Marama,613410925,170639
"2,525",DiCaprio 2,JID,613406301,225906
"2,526",God Did,DJ Khaled,613200100,221014
"2,527",Confrontation,Bob Marley & The Wailers,613163934,314236
"2,528",Kings Of Crunk,Lil Jon & The East Side Boyz,613028075,301326
"2,529",The Beginning,Kevin Roldán,612717682,206678
"2,530",Drunk,Thundercat,612688958,364244
"2,531",Goddess,Banks,611817468,71190
"2,532",Delta,Mumford & Sons,611744867,126872
"2,533",Lifehouse,Lifehouse,611531958,290370
"2,534",Prom Queen,Beach Bunny,611425177,566998
"2,535",Intensamente Hoje!,Matheus & Kauan,611178751,137571
"2,536",Sing-A-Longs And Lullabies For The Film Curious George,Jack Johnson,610977076,593958
"2,537",One Of These Nights,Eagles,610871877,355479
"2,538",Le Monde Chico,PNL,610859283,248843
"2,539",Mr Sal,Niska,610585488,117386
"2,540",Rio,Duran Duran,610576106,578654
"2,541",Your Man,Josh Turner,610524219,313845
"2,542",Champagne Talk,King,610386531,437530
"2,543","Sincerely, Kentrell",YoungBoy Never Broke Again,609857711,317591
"2,544",Sound & Color,Alabama Shakes,609738706,133681
"2,545",American Tragedy,Hollywood Undead,609738416,145805
"2,546",Stay Trippy,Juicy J,609027175,116338
"2,547",Pretty. Odd.,Panic! At The Disco,608853792,146696
"2,548",Coexist,The xx,608684241,81940
"2,549",Caracal,Disclosure,608427628,118299
"2,550",Skid Row,Skid Row,608036323,507922
"2,551",Nightflight To Venus,Boney M.,607939884,505567
"2,552",FIFA World Cup Qatar 2022,Various Artists,607294859,251728
"2,553",Ivory,Omar Apollo,607220923,474431
"2,554",Geography,Tom Misch,606041386,205287
"2,555",From A Room: Volume 2,Chris Stapleton,606018470,521120
"2,556",Beauty In Death,Chase Atlantic,605558419,410585
"2,557",Redemption,Jay Rock,605467793,149839
"2,558",Working Class Dog,Rick Springfield,605375002,310897
"2,559",Mama's Boy,LANY,604972882,255859
"2,560",TA13OO,Denzel Curry,604865835,118912
"2,561",What Separates Me From You,A Day To Remember,604693310,216675
"2,562",Storm Front,Billy Joel,604528143,338991
"2,563",Homework,Daft Punk,604404197,248779
"2,564",Costello Music,The Fratellis,604348653,249007
"2,565",Chaaama,Zé Neto & Cristiano,604313585,176994
"2,566",Building The Perfect Beast,Don Henley,604269410,372982
"2,567",Live On Red Barn Radio I & II,Tyler Childers,604013815,727819
"2,568",Elefante,Elefante,603989445,430826
